LSV name	Delta Deltapsi (HS - Control)
NM_001260389:t:26601247-26604051	-0.10722638557646982;0.001431143389813528;1.2588459380315744e-08;0.06294544254334095
NM_001202270:s:9420022-9420047	0.01950882478318852;-0.024235405518697337;-0.03941029028854376;-0.0022952889480162804;0.0040585416891618644;0.06283643875014622;0.04859495344925565;-0.013669891128740244;0.015068764565212793;0.006388955155453013;-0.06543101829580279
NM_169170:s:7096516-7096820	-0.06282424883145837;0.06282428094822778
NM_001275401:s:7096516-7096820	-0.06282424883145837;0.06282428094822778
NM_143564:s:30730569-30731031	-0.06280682001046119;0.06280680669470481
NM_001275609:s:13658462-13658564	0.0628017825845677;-0.06280180436870064
NM_001299844:s:23642765-23643095	-0.06279610249201555;0.06279617070897237
NM_057516:s:23642759-23643095	-0.06279610249201555;0.06279617070897237
NM_001274599:s:7528780-7529198	0.06278051000830503;0.010452001213459267;-1.5150493753201562e-24;-0.07552505773495968
NM_206291:s:7528780-7529198	0.06278051000830503;0.010452001213459267;-1.5150493753201562e-24;-0.07552505773495968
NM_001274598:s:7528780-7529198	0.06278051000830503;0.010452001213459267;-1.5150493753201562e-24;-0.07552505773495968
NM_001273448:s:11162984-11163098	-0.018266676761569765;-0.043111313230538524;0.06270652297582263
NM_078822:s:11162984-11163098	-0.018266676761569765;-0.043111313230538524;0.06270652297582263
NM_001273897:s:9528139-9528633	0.00019394210475237467;6.541633564752883e-06;-0.05607701664728082;0.0626805621119288
NM_165289:s:19389923-19390075	-1.5150493753201562e-24;0.06267352790817814;-0.003875733386854575;-0.0484398494964072
NM_001259579:s:24915719-24915831	-0.06260592090935418;0.0626059822332038
NM_136461:s:7654478-7655037	0.04350661113731161;0.06257151533166629;-0.07601368923132239
NM_001038723:s:1230445-1230713	-3.429846591529169e-05;0.0038462193248585685;5.221192731724798e-09;-8.992773705181656e-10;-0.006645262888350526;-1.2413829261403438e-06;-0.045185998324952736;0.06253777630230839
NM_144400:t:27243823-27243944	-0.03694096638028918;0.06252830634709534;-0.0003501732480364114;0.004303297244575427
NM_165998:t:13501813-13502208	-0.013469456982911961;5.4574786486728604e-05;-0.0015216112610368783;0.062499361053616975
NM_001201804:t:8713264-8713370	-0.062422959376766576;0.062422963702121886
NM_164836:t:8713264-8713370	-0.062422959376766576;0.062422963702121886
NM_001298831:t:8713264-8713370	-0.062422959376766576;0.062422963702121886
NM_079657:s:16583564-16583663	-0.0015015435569622568;-0.04602999874432152;0.062410670682718807
NM_164928:s:10426887-10427008	-0.062373073991404945;0.06237309283490277
NM_143733:t:1378885-1379372	-0.08780805431780919;0.062349377719042254;0.01065922726598435
NM_001274184:s:21018732-21018758	-0.06234104927450301;0.062341046857625704
NM_168461:t:11527182-11527342	-0.062340707807547524;0.06234072213402225
NM_206521:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001275828:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001014643:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001275833:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001275831:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001275832:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001275829:s:20539400-20539600	0.06230621779562495;-0.06230624288103846
NM_001043216:t:5939364-5939938	0.0029087097617947564;0.06230195697558008;-0.07920095583441317;1.6228415893839219e-06
NM_001043217:t:5939364-5939938	0.0029087097617947564;0.06230195697558008;-0.07920095583441317;1.6228415893839219e-06
NM_001170220:t:22607384-22608471	0.01564387755235558;-0.09222567822480063;1.4739195272830774e-07;0.06228474264265735
NM_168742:s:17643363-17643726	0.06222996585654364;-0.06222992964585081
NM_206199:t:22037392-22037719	-0.0712567263375751;-1.176339725798944e-06;-0.0015967344279732834;0.062181112639250885;0.00018759733345765427
NM_168117:t:5364943-5365085	0.06213174481433503;-0.0621316462444233
NM_001298363:s:15721546-15723157	0.062069439493549074;-0.06206952192551698
NM_001259426:s:15937679-15937879	0.062049068963454974;-0.062049073272670015
NM_001300514:t:21324104-21324217	0.002863160311570576;-0.07522766351827159;0.06204897157600278
NM_165802:s:10874567-10874771	-0.008575466811154871;-0.037479881898998646;0.062014114085665886
NM_001275922:s:22781728-22782163	-5.504940303488402e-07;0.061951793011482126;-5.500444926426353e-07;-2.0133015817181446e-05;-0.10795833720415067
NM_176542:s:22781728-22782163	-5.504940303488402e-07;0.061951793011482126;-5.500444926426353e-07;-2.0133015817181446e-05;-0.10795833720415067
NM_001259499:s:19573988-19574066	-0.061950117001223305;0.061950067151054965
NM_001259496:s:19573988-19574066	-0.061950117001223305;0.061950067151054965
NM_001272837:t:21336775-21337059	-0.007276086922917998;0.008787657784662792;-0.024745907946171763;-0.06761257412835694;0.0035681706403275356;0.061897195149358306
NM_001014480:t:10961086-10961367	0.0252928079092218;0.06181207499895586;-0.038013089641724285;-0.0005587480588256605;0.0026150387561877046;-0.026341123257696875;0.0015692057282217183;-0.03369778150375752
NM_206776:s:18089983-18090237	-0.0617774553311385;0.061777499087112234
NM_001274433:s:3192969-3193367	-0.0017384106932047166;-0.059406838884103516;0.06173689779051525
NM_001258884:s:71950-72081	-0.061732264179890584;0.061732244618947774
NM_080113:s:4679265-4679537	-0.061728947895887294;0.061729003006415484
NM_001272475:s:10333652-10333813	3.37402689810099e-07;0.0007392627632378749;0.06171491012775804;-0.005031721781416896;9.286242129525926e-06;-0.01908930515732185;-0.0421393770533226
NM_001272476:s:10333652-10333813	3.37402689810099e-07;0.0007392627632378749;0.06171491012775804;-0.005031721781416896;9.286242129525926e-06;-0.01908930515732185;-0.0421393770533226
NM_132391:s:10333652-10333813	3.37402689810099e-07;0.0007392627632378749;0.06171491012775804;-0.005031721781416896;9.286242129525926e-06;-0.01908930515732185;-0.0421393770533226
NM_001103714:s:20360564-20360812	-0.061689921369661505;0.06168991713020161
NM_165327:s:20360564-20360812	-0.061689921369661505;0.06168991713020161
NM_057826:s:20360564-20360812	-0.061689921369661505;0.06168991713020161
NM_143760:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_001031977:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_001043213:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_001259999:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_001260001:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_169038:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_169039:s:5322988-5323125	2.2210490763577664e-05;-0.025176264389730852;0.06161593932541685;2.2211059503117455e-05;-0.0013654814451274334
NM_001103732:s:6767415-6767560	-0.061588773331731905;0.06158879457523597
NM_001273808:s:6767415-6767560	-0.061588773331731905;0.06158879457523597
NM_001273807:s:6767415-6767560	-0.061588773331731905;0.06158879457523597
NM_165490:s:6767415-6767560	-0.061588773331731905;0.06158879457523597
NM_001260375:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_079838:s:25594475-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_001276032:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_170229:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_001260374:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_001276030:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_001276031:s:25595074-25595602	0.06151737534573892;-0.07919565189794575;0.037841560629568366
NM_167989:t:3132633-3133418	-4.5338620607134565e-09;-0.008718193353800172;1.1915573621807328e-08;0.00011666652592655343;-0.0021293895935963164;0.06149001352656025;-0.027147161623484628;-0.023650410507261566
NM_001104019:t:3132309-3133418	-4.5338620607134565e-09;-0.008718193353800172;1.1915573621807328e-08;0.00011666652592655343;-0.0021293895935963164;0.06149001352656025;-0.027147161623484628;-0.023650410507261566
NM_166793:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_001272146:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_143692:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_001297788:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_001258498:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_001258497:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_166794:t:875543-875710	0.0009994805494797487;-0.07470017229730634;0.06145812593073009
NM_168484:s:12002586-12002915	0.06141718805162727;-0.06141718324952642
NM_164929:s:10459880-10460520	-0.06141175999426152;0.06141174924530794
NM_135564:s:10459880-10460520	-0.06141175999426152;0.06141174924530794
NM_001038856:t:14277281-14279642	0.06140214200721182;0.03174656652984238;0.00014544191185158985;-3.900873441415766e-06;-0.11724750291691542
NM_057881:s:4455857-4456075	-0.06138815993686291;0.06138815666901212
NM_137060:t:13829538-13829865	-1.5150493753201562e-24;-0.10581525957636773;-0.0001335481123684;0.058402992598530865;0.06134210038607901
NM_166314:t:18913443-18913494	-0.06132092765682916;0.06132091332542679
NM_166315:t:18913443-18913494	-0.06132092765682916;0.06132091332542679
NM_001260096:s:10388258-10389437	-0.09986105832655572;0.010730784264840478;0.007085758802125412;0.06130660547732225
NM_001170149:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_169653:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_169652:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_001202298:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_001316579:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_001202297:s:15374635-15374968	0.06129131157204187;-0.061291276559147824
NM_206482:t:14057741-14058107	-0.0008618282879328823;0.061201325270705105;-0.018811301575497694
NM_001316497:t:14057741-14058107	-0.0008618282879328823;0.061201325270705105;-0.018811301575497694
NM_001103578:t:957279-958098	-0.012054121367437205;0.06118357781082759;-2.3544645240273602e-05
NM_134714:t:957279-958098	-0.012054121367437205;0.06118357781082759;-2.3544645240273602e-05
NM_001275858:t:20837585-20837922	0.061168001556895134;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0552425516314481
NM_176520:t:20837585-20837922	0.061168001556895134;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0552425516314481
NM_001275857:t:20837585-20837922	0.061168001556895134;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.0552425516314481
NM_001259075:s:12409456-12409623	-0.06112997066070251;0.061129961662560926
NM_205966:s:12409456-12409623	-0.06112997066070251;0.061129961662560926
NM_001273483:s:12409456-12409623	-0.06112997066070251;0.061129961662560926
NM_165011:s:12409456-12409623	-0.06112997066070251;0.061129961662560926
NM_165010:s:12409456-12409623	-0.06112997066070251;0.061129961662560926
NM_166730:s:136879-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_001103379:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_205865:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_166731:s:136879-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_166733:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_166728:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_166732:s:136879-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_166729:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_001272114:s:136691-137167	0.06112417412013654;-0.06793167155791938;0.01354816530471735
NM_165700:t:9828104-9829859	0.061102261398501063;-0.008336239592848453;-0.030757934734506644;0.0004699823983057832
NM_176302:s:8604657-8604858	0.018712213895520108;0.061011159537757015;-0.06970503808601126
NM_168702:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_001104159:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_176341:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_168703:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_168701:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_168704:s:16959705-16959884	-0.05725470707305238;3.92523419007737e-05;0.06091035625748891
NM_001273819:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001169597:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001259228:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001259229:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001014500:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001273820:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001201940:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001273821:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001201941:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001273818:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001259230:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001201939:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_001103735:s:6934806-6935108	0.06089393628841513;-0.060893908442496494
NM_170367:s:28341372-28341459	0.06085672096637873;-0.06085668842944725
NM_168037:t:3718638-3718990	-0.03209837445223145;0.060835376431610313;-0.001370117025891169
NM_168038:t:3718638-3718990	-0.03209837445223145;0.060835376431610313;-0.001370117025891169
NM_001299464:t:13829538-13829865	-1.5150493753201562e-24;-0.08743566978909083;-1.5150493753201562e-24;0.011217282051307061;0.06075509229623807
NM_169961:t:21626692-21626850	-0.015626317935530803;0.06071672519225125;-0.04571932633645018;0.024542710705873882
NM_001300526:t:21626692-21626850	-0.015626317935530803;0.06071672519225125;-0.04571932633645018;0.024542710705873882
NM_001103403:s:3762387-3762857	0.06061278554528189;-0.06061279858848796
NM_001297914:s:3762387-3762857	0.06061278554528189;-0.06061279858848796
NM_001273367:s:9732955-9733532	-0.060610963053432554;0.060610932558875785
NM_001201832:s:9732955-9733532	-0.060610963053432554;0.060610932558875785
NM_001258750:s:15320369-15321032	-0.06060396467072249;0.060604009944872306
NM_001299473:s:14091993-14092501	-0.06060165268438783;0.060601721182636625
NM_137081:s:14091993-14092501	-0.06060165268438783;0.060601721182636625
NM_001259386:s:14091993-14092501	-0.06060165268438783;0.060601721182636625
NM_001299474:s:14091993-14092501	-0.06060165268438783;0.060601721182636625
NM_001272657:t:15886506-15886840	-0.0035123667294723075;0.003173865846528629;-0.017745260865776307;0.06047671924425379
NM_001169874:s:4181255-4181450	0.06046090417870421;-0.06046088323011787
NM_139610:s:4181255-4181450	0.06046090417870421;-0.06046088323011787
NM_137885:s:22879870-22880042	-0.0604222303630155;0.060422144462520644
NM_166567:s:22879870-22880042	-0.0604222303630155;0.060422144462520644
NM_001014729:s:9638916-9639028	-3.883073837866708e-05;0.06039345661658847;-0.056110341050413015
NM_141118:s:21977435-21977630	0.060368411460121285;-0.060368445911594015
NM_001259948:s:21977435-21977630	0.060368411460121285;-0.060368445911594015
NM_137517:s:18688526-18689534	0.035018556461163704;0.060343618937939755;-0.04946642959146239;-0.08698634975733749;0.0025911143797131718;0.00018281612495951727
NM_001273921:t:10148082-10148214	0.02997395975476997;0.06026561324167925;-0.13026851497243727
NM_001316446:s:21920903-21920987	0.06025912919823792;-0.06025912920342266
NM_001275269:s:21920903-21920987	0.06025912919823792;-0.06025912920342266
NM_001259945:s:21920903-21920987	0.06025912919823792;-0.06025912920342266
NM_001014653:s:24691778-24691933	-0.060217090334587345;0.06021709730437566
NM_001275998:s:24691778-24691933	-0.060217090334587345;0.06021709730437566
NM_206566:s:24691778-24691933	-0.060217090334587345;0.06021709730437566
